name,slug,url
"Maps and GPS Maps and GPS tools help you find, analyze, and display places. This category spans map APIs, routing, custom map builders, tours, rentals by map, and weather-aware planning.",maps-and-gps,https://www.producthunt.com/categories/maps-and-gps
"Outdoors platforms Explore platforms for planning, booking, and enjoying outdoor adventures—trip tools, rentals, weather, sports, parks, e-bikes, night vision, and nature audio.",outdoors,https://www.producthunt.com/categories/outdoors
"Short term rentals Short-term rentals gather places to stay for trips, teams, or monthly moves. Browse, book, manage, or invest; get alerts, flexible terms, and tools for hosts.",short-term-rentals,https://www.producthunt.com/categories/short-term-rentals
"Travel Insurance Travel Insurance bundles journey protection for trips, covering medical mishaps, emergencies, and theft risks. Ideal for nomads, expats, families, and remote workers.",travel-insurance,https://www.producthunt.com/categories/travel-insurance
"Travel Planning These products offer a range of features to help you plan, book, and manage your trips effectively.",travel-planning,https://www.producthunt.com/categories/travel-planning
"Travel apps Travel apps gather tools that help you explore: plan multi-city routes, get instant eSIMs, find rentals, build maps, and discover sights with smart guides.",travel-apps,https://www.producthunt.com/categories/travel-apps
"Weather apps Weather apps are useful for planning outdoor activities, staying informed about changing weather conditions, and making informed decisions based on upcoming forecasts. They help users stay prepared and adapt to weather changes, whether it's for daily routines, travel plans, or outdoor events.",weather-apps,https://www.producthunt.com/categories/weather-apps
"Crowdfunding Crowdfunding platforms provide a space where project creators can showcase their projects, set funding goals, and offer incentives or rewards to encourage people to contribute.",crowdfunding,https://www.producthunt.com/categories/crowdfunding
"Event software Event software helps plan, promote, and track organized occasions—RSVPs, bookings, forms, maps, and analytics—for meetups, races, rentals, and corporate events.",events,https://www.producthunt.com/categories/events
"Job boards Job boards collect employment listings from resume tools, hiring platforms, and talent marketplaces. Explore freelance, remote, and full-time roles for tech and beyond.",job-boards,https://www.producthunt.com/categories/job-boards
"Language Learning Discover tools for linguistic education: real-time translation, AI tutors, speaking practice, and exchanges. Build multilingual skills for travel, work, and study.",language-learning,https://www.producthunt.com/categories/language-learning
"News Curated current events and information updates tools: follow tech and developer briefs, tailor topics, get fashion drops, summarize reads, and listen on the go.",news,https://www.producthunt.com/categories/news
"Online learning Online learning covers tools that teach skills online—coding, AI, research, and app design. Expect interactive courses, IDE-like lessons, and workspaces for learners and teams.",online-learning,https://www.producthunt.com/categories/online-learning
"Real estate Explore tools for buying, renting, investing, moving, and managing homes. This category spans search, property ops, renovations, and investor-friendly rentals.",real-estate,https://www.producthunt.com/categories/real-estate
"Startup communities Startup communities connect founders, builders, and backers to launch, hire, fund, and grow—sharing tools, talent marketplaces, accelerators, events, and perks.",startup-communities,https://www.producthunt.com/categories/startup-communities
"Virtual events Platforms and software specifically designed for virtual events offer features and tools to facilitate event management, registration, content delivery, and attendee engagement.",virtual-events,https://www.producthunt.com/categories/virtual-events
Chrome Extensions Chrome extensions are nifty little tools that enhance your browsing experience and add extra functionality to your Google Chrome browser. These mini-apps can be installed from the Chrome Web Store and appear as icons in your browser's toolbar.,chrome-extensions,https://www.producthunt.com/categories/chrome-extensions
"Figma Templates Figma templates are pre-designed files that you can use as a starting point for your design projects in Figma. These templates come with pre-built layouts, elements, and styles, helping you jumpstart your design process and save time.",figma-templates,https://www.producthunt.com/categories/figma-templates
"Notion Templates Notion templates are like magic shortcuts for getting organized and staying productive. With just a few clicks, you can import ready-made templates that are designed to help you with everything from managing projects and tracking goals to organizing your personal life and brainstorming ideas.",notion-templates,https://www.producthunt.com/categories/notion-templates
"Slack apps Slack apps are add-ons that plug into your workspace to streamline meetings, support, dev workflows, time tracking, and status updates—ideal for teams that ship fast.",slack-apps,https://www.producthunt.com/categories/slack-apps
"Twitter apps Twitter apps are tools that plan posts, craft replies, design visuals, and manage bookmarks and DMs—helping creators, marketers, and founders grow conversations.",twitter-apps,https://www.producthunt.com/categories/twitter-apps
"Wordpress Plugins WordPress plugins are CMS add-ons that extend your blog’s power—speed up design, build marketplaces, sync e‑commerce data, teach courses, boost SEO, and automate support.",wordpress-plugins,https://www.producthunt.com/categories/wordpress-plugins
"Wordpress themes WordPress themes are installable designs that shape site look and layout. Top picks focus on speed, SEO, no‑code builders, and ecommerce—ideal for creators and SMEs.",wordpress-themes,https://www.producthunt.com/categories/wordpress-themes
"Books Discover tools and platforms for reading, writing, listening, and sharing stories—track reads, make audiobooks count, design UI books, and even print memories.",books,https://www.producthunt.com/categories/books
"Fitness Discover tools for training, recovery, and wellbeing—planners, wearables, coaching, classes, posture support, and genetics—built to guide workouts, habits, and health.",fitness,https://www.producthunt.com/categories/fitness
"Furniture Furniture groups pieces that shape living and work spaces—seating, workstations, mounts, and smart add‑ons—for comfort, posture, organization, and vibe.",furniture,https://www.producthunt.com/categories/furniture
"Games Explore games as play, creation, and practice: quick meme arcades, fantasy sports, chess tutors, habit quests, and tools to build real-time worlds and sims.",games,https://www.producthunt.com/categories/games
"Toys Toys span creative tools, playful tech, and party games. Expect kid-friendly art, building aids, cursor antics, and even pet play—fun gadgets that spark imagination.",toys,https://www.producthunt.com/categories/toys
"Wearables Wearables are body-mounted tech that track health, boost productivity, and extend your devices. Expect fitness metrics, posture aids, voice notes, and pet tracking.",wearables,https://www.producthunt.com/categories/wearables
"Webcams Webcams capture and stream your face or screen for calls, demos, and research. Expect phone-as-cam tools, eye-tracking, effects, and utilities for creators and teams.",webcams,https://www.producthunt.com/categories/webcams
"AI Metrics and Evaluation Explore tools that measure and compare AI quality, speed, and reliability. This category groups platforms for building, testing, and tracking AI apps, models, and agents—used by developers, data teams, and product leads to benchmark performance, debug outputs, and optimize real-world results across finance, NLP, and analytics.",ai-metrics-and-evaluation,https://www.producthunt.com/categories/ai-metrics-and-evaluation
"Foundation Models Foundation Models are large-scale pre-trained systems that serve as the base for many AI applications. They can be adapted for text, image, code, or multimodal tasks.",foundation-models,https://www.producthunt.com/categories/foundation-models
"LLM Developer Tools LLM Developer Tools include SDKs, APIs, and libraries for working with language models. They simplify integration and speed up experimentation for developers and product teams.",llm-developer-tools,https://www.producthunt.com/categories/llm-developer-tools
LLM Fine Tuning LLM Fine Tuning tools adapt pre-trained models to specialized domains or tasks. They improve accuracy and relevance by retraining models on targeted datasets.,llm-fine-tuning,https://www.producthunt.com/categories/llm-fine-tuning
"Crypto exchanges Crypto exchanges are platforms to buy, sell, and swap blockchain assets. This mix covers wallets, cross‑chain swaps, on/off‑ramps, analytics, and social trading.",crypto-exchanges,https://www.producthunt.com/categories/crypto-exchanges
"Crypto tools Crypto tools help you build, trade, stake, and analyze across Web3. Find infrastructure, AI trading, liquid staking, identity, and dev platforms for crypto users and teams.",crypto-tools,https://www.producthunt.com/categories/crypto-tools
"Crypto wallets A crypto wallet is a digital wallet for storing, sending, and receiving cryptocurrencies. It's like a virtual bank account for your digital currencies. There are different types of wallets, including software, hardware, and online wallets.",crypto-wallets,https://www.producthunt.com/categories/crypto-wallets
"DAOs Explore DAOs: online groups that use blockchain-based governance to vote, fund, and automate work. Ideal for creators, investors, gamers, and open-source communities.",daos,https://www.producthunt.com/categories/daos
"Defi DeFi is blockchain-based finance: wallets, staking tokens, AI trading, and NFT utilities live here. Use it to earn yield, manage portfolios, and trade without banks.",defi,https://www.producthunt.com/categories/defi
"NFT creation tools Tools that mint and manage blockchain tokens and NFTs, from no‑code builders to gamified drops. Great for creators, brands, and apps adding tokenized rewards.",nft-creation,https://www.producthunt.com/categories/nft-creation
"NFT marketplaces Explore NFT marketplaces—digital hubs to mint, trade, raffle, and utility-enable collectibles. Ideal for creators, brands, and fans seeking data, rewards, and community.",nft-marketplaces,https://www.producthunt.com/categories/nft-marketplaces
"AI Chief Of Staff AI Chief Of Staff agents assist with coordination, scheduling, and project tracking. They act as digital operations support for managers and executives.",ai-chief-of-staff,https://www.producthunt.com/categories/ai-chief-of-staff
"AI Data Scientist AI Data Scientist agents analyze datasets, build predictive models, and surface insights. They extend the capabilities of data teams by automating routine analysis.",ai-data-scientist,https://www.producthunt.com/categories/ai-data-scientist
"AI Designer AI Designer agents create design concepts, iterate on visuals, and generate assets. They support creative teams in brand, product, and marketing work.",ai-designer,https://www.producthunt.com/categories/ai-designer
"AI Engineer AI Engineer agents assist with software development by generating code, debugging, and optimizing workflows. They speed up engineering tasks and reduce repetitive work.",ai-engineer,https://www.producthunt.com/categories/ai-engineer
AI SDR AI SDR (Sales Development Representative) agents automate outreach and lead qualification. They help sales teams scale prospecting and pipeline management.,ai-sdr,https://www.producthunt.com/categories/ai-sdr
"OpenClaw Tools like or for OpenClaw that act as always-on personal AI agents running on your own computer. They integrate with chat apps, automate your email and calendar, browse the web, run scripts, and use persistent memory to become a customizable “personal OS” for your life and work",openclaw,https://www.producthunt.com/categories/openclaw
"AI Voice Agent Infrastructure AI Voice Agent Infrastructure provides the APIs and systems required to build and scale voice-enabled agents. It ensures performance, reliability, and integration with existing software.",ai-voice-agent-infrastructure,https://www.producthunt.com/categories/ai-voice-agent-infrastructure
"Realtime Voice AI Realtime Voice AI processes speech instantly for live use cases. It supports applications like live translation, captioning, and interactive voice assistants.",realtime-voice-ai,https://www.producthunt.com/categories/realtime-voice-ai
"Text-to-Speech Software Text-to-speech (TTS) software is a type of assistive technology that converts written text into spoken words. It allows a computer, smartphone, or other device to read text aloud using synthetic voices.",text-to-speech-software,https://www.producthunt.com/categories/text-to-speech-software
"Transcription Transcription tools turn audio or video into written text. They are useful for media, education, and compliance workflows.",transcription,https://www.producthunt.com/categories/transcription
Translation Translation tools automatically convert spoken or written language into another language. They make cross-language communication faster and more reliable.,translation,https://www.producthunt.com/categories/translation
"Ecommerce platforms These platforms provide a range of features and tools to help you run an online store or sell your services. They can help in establishing an online presence, showcasing your products, and effectively managing your online sales.",ecommerce-platforms,https://www.producthunt.com/categories/ecommerce-platforms
"Marketplace sites Marketplace sites gather tools that help people buy, sell, or build markets—from no‑code platforms to Web3 apps, raffles, hiring hubs, and second‑hand finders.",marketplace,https://www.producthunt.com/categories/marketplace
"Payment processors ith these solutions, you can accept various payment methods, ensure secure transactions, streamline checkout experiences, manage recurring payments, access reporting and analytics, and integrate with other business systems.",payment-processors,https://www.producthunt.com/categories/payment-processors
"Shopify Apps Shopify apps are add-ons that extend the functionality of your Shopify online store. These plugins offer various features and capabilities to help you customize and enhance your store's performance, marketing, customer experience, and more.",shopify-apps,https://www.producthunt.com/categories/shopify-apps
No-Code AI Agent Builder No-Code AI Agent Builders provide visual tools to design and deploy AI agents. They make it possible to experiment with automation without engineering expertise.,no-code-ai-agent-builder,https://www.producthunt.com/categories/no-code-ai-agent-builder
No-Code App Builder No-Code App Builders let users create apps with drag-and-drop interfaces. They allow faster prototyping and development without programming skills.,no-code-app-builder,https://www.producthunt.com/categories/no-code-app-builder
"No-Code Website Builder No-Code Website Builders offer simple interfaces for creating professional websites. They are designed for entrepreneurs, small businesses, and individuals who need an online presence quickly.",no-code-website-builder,https://www.producthunt.com/categories/no-code-website-builder
"Apps for kids Apps for kids gather safe, kid-friendly tools for learning, stories, journaling, and focus. Expect AI tutors, bedtime tales, pen-pal letters, and screen-time help.",apps-for-kids,https://www.producthunt.com/categories/apps-for-kids
"Family Care Family Care gathers tools for home life: organize schedules, protect kids online, preserve memories, teach safety, and share moments—built for busy households.",family-care,https://www.producthunt.com/categories/family-care
"Pregnancy apps Pregnancy apps guide expecting parents through prenatal care: track cycles to bump, chat with doulas, find baby names, manage health, and join supportive communities.",pregnancy,https://www.producthunt.com/categories/pregnancy
"Analytics Databases Analytics Databases are optimized for running fast queries on large datasets. They support dashboards, BI tools, and advanced analytical workloads.",analytics-databases,https://www.producthunt.com/categories/analytics-databases
"Business intelligence software Business Intelligence (BI) tools help startups turn raw data into clear, actionable decisions — fast. They bring together metrics from across your stack, surface trends you’d otherwise miss, and give teams a shared source of truth to move with confidence.

But “BI for startups” isn’t just about charts and dashboards. It’s about speed. The best BI tools help you answer questions as quickly as you think of them, adapt as your product and data evolve, and support experimentation without weeks of setup or specialized analysts. Modern evolutions of the product are starting to feel more like an AI Data Analyst, turning natural language queries into insights in moments instead of days.",business-intelligence,https://www.producthunt.com/categories/business-intelligence
"Data visualization tools Data visualization tools turn raw data into clear charts, maps, and dashboards. They help teams explore trends, track behavior, and share insights across products.",data-visualization,https://www.producthunt.com/categories/data-visualization
"Shopping Discover tools that make buying smarter: price trackers, coupon finders, second-hand guides, wishlists, and niche markets—built for savvy, budget-aware shoppers.",shopping,https://www.producthunt.com/categories/shopping
